recipe_id,row_order,ingredient_key,qty_display,grams,grams_min,grams_max,section,is_optional,display_name_override
SWEET_006,4,water_tap,3 tablespoon ice water,45.0,20.0,90.0,crust,false,
SWEET_006,5,sugar_granulated,1 cup,200.0,150.0,350.0,filling,false,
SWEET_006,6,lemon_peel_raw,1 tablespoon,6.0,0.0,20.0,filling,false,finely grated zest
SWEET_006,7,egg_yolk_raw,5 large yolks,85.0,30.0,160.0,filling,false,reserve whites
SWEET_006,8,salt_table,1/2 teaspoon,3.0,0.0,3.0,filling,false,
SWEET_006,9,butter_unsalted,6 tablespoons,85.0,30.0,170.0,filling,false,cut into 1/2-inch pieces
SWEET_006,10,lemon_juice_raw,2/3 cup,160.0,60.0,240.0,filling,false,fresh squeezed
SWEET_006,11,water_tap,1 cup,237.0,150.0,350.0,filling,false,whisked with cornstarch into slurry
SWEET_006,12,cornstarch,1/4 cup,32.0,20.0,60.0,filling,false,slurry with water
SWEET_006,13,egg_white_raw,5 large whites,165.0,60.0,320.0,topping,false,room temperature; pair with 5 yolks above
SWEET_006,14,sugar_granulated,2/3 cup,133.0,50.0,200.0,topping,false,
SWEET_006,15,salt_table,1/4 teaspoon,1.5,0.0,3.0,topping,false,
SWEET_007,1,flour_ap_white_enriched_bleached,2 cups,250.0,125.0,375.0,crust,false,
SWEET_007,2,salt_table,1 teaspoon,6.0,3.0,9.0,crust,false,
SWEET_007,3,butter_unsalted,3/4 cup,170.0,85.0,255.0,crust,false,"chilled, cubed"
SWEET_007,4,water_tap,5 tablespoons,75.0,37.5,112.5,crust,false,ice water
SWEET_007,5,sugar_granulated,2 teaspoons,8.0,4.0,12.0,crust,false,
SWEET_007,6,raisins_seedless,1/2 cup,75.0,37.5,112.5,filling,false,dark raisins
SWEET_007,7,raisins_golden,1/2 cup,75.0,37.5,112.5,filling,false,
SWEET_007,8,currants_zante_dried,1/2 cup,75.0,37.5,112.5,filling,false,
SWEET_007,9,cranberries_dried_sweetened,1/2 cup,60.0,30.0,90.0,filling,false,
SWEET_007,10,dates_medjool,1/2 cup,75.0,37.5,112.5,filling,false,"pitted, chopped"
SWEET_007,11,apricots_dried,1/2 cup,65.0,32.5,97.5,filling,false,chopped
SWEET_007,12,candied_fruit_mixed,1/3 cup,60.0,30.0,90.0,filling,false,mixed candied peel/citron
SWEET_007,13,apple_granny_smith_raw,3 medium apples,360.0,180.0,540.0,filling,false,"peeled, cored, finely chopped"
SWEET_007,14,sugar_brown,1/2 cup,110.0,55.0,165.0,filling,false,packed
SWEET_007,15,butter_unsalted,3 tablespoons,42.0,21.0,63.0,filling,false,cut into pieces
SWEET_007,16,water_tap,2/3 cup,160.0,80.0,240.0,filling,false,or unsweetened apple juice
SWEET_007,17,lemon_peel_raw,zest of 1 lemon,6.0,3.0,9.0,filling,false,grated zest
SWEET_007,18,lemon_juice_raw,2 tablespoons,30.0,15.0,45.0,filling,false,
SWEET_007,19,cinnamon_ground,1 teaspoon,2.6,1.3,3.9000000000000004,filling,false,
SWEET_007,20,nutmeg_ground,1/4 teaspoon,0.5,0.25,0.75,filling,false,
SWEET_007,21,cloves_ground,1/4 teaspoon,0.5,0.25,0.75,filling,false,
SWEET_007,22,ginger_ground,1/8 teaspoon,0.2,0.1,0.30000000000000004,filling,false,
SWEET_007,23,allspice_ground,1/4 teaspoon,0.5,0.25,0.75,filling,false,
SWEET_007,24,salt_table,3/4 teaspoon,4.5,2.0,7.0,filling,false,
SWEET_007,25,egg_whole_raw,1 large egg,25.0,12.5,37.5,wash,false,~25g of beaten egg adheres to lattice
SWEET_007,26,water_tap,1 teaspoon,5.0,2.5,7.5,wash,false,
SWEET_008,1,flour_ap_white_enriched_bleached,2 cups,250.0,125.0,375.0,crust,false,
SWEET_008,2,salt_table,1 teaspoon,6.0,3.0,9.0,crust,false,
SWEET_008,3,butter_unsalted,3/4 cup,170.0,85.0,255.0,crust,false,"chilled, cubed"
SWEET_008,4,water_tap,5 tablespoons,75.0,37.5,112.5,crust,false,ice water
SWEET_008,5,sugar_granulated,2 teaspoons,8.0,4.0,12.0,crust,false,
SWEET_008,6,peach_yellow_raw,about 7 cups sliced (about 3 lb),1360.0,680.0,2040.0,filling,false,"peeled, pitted, sliced"
SWEET_008,7,sugar_granulated,1/2 cup,100.0,50.0,150.0,filling,false,
SWEET_008,8,sugar_brown,1/4 cup packed,55.0,27.5,82.5,filling,false,
SWEET_008,9,cornstarch,1/4 cup,32.0,16.0,48.0,filling,false,
SWEET_008,10,lemon_juice_raw,1 tablespoon,15.0,7.5,22.5,filling,false,
SWEET_008,11,cinnamon_ground,1/2 teaspoon,1.3,0.65,1.9500000000000002,filling,false,
SWEET_008,12,nutmeg_ground,1/4 teaspoon,0.5,0.25,0.75,filling,false,
SWEET_008,13,salt_table,1/4 teaspoon,1.5,0.75,2.25,filling,false,
SWEET_008,14,butter_unsalted,1 tablespoon,14.0,7.0,21.0,filling,false,"cut into small pieces, dotted on top"
SWEET_008,15,egg_whole_raw,1 large egg,25.0,12.5,37.5,wash,false,~25g of beaten egg adheres to lattice
SWEET_008,16,water_tap,1 teaspoon,5.0,2.5,7.5,wash,false,
SWEET_009,1,flour_ap_white_enriched_bleached,1 1/2 cups,188.0,100.0,250.0,crust,false,
SWEET_009,2,salt_table,1/2 teaspoon,3.0,1.0,8.0,crust,false,
SWEET_009,3,butter_unsalted,6 tablespoons,85.0,60.0,200.0,crust,false,
SWEET_009,4,water_tap,3 tablespoons ice water,45.0,20.0,90.0,crust,false,
SWEET_009,5,corn_syrup_light,1 cup,328.0,250.0,400.0,filling,false,
SWEET_009,6,sugar_brown,1 cup packed,220.0,150.0,300.0,filling,false,
SWEET_009,7,egg_whole_raw,3 large,150.0,120.0,180.0,filling,false,large eggs (lightly beaten)
SWEET_009,8,butter_unsalted,1/4 cup,57.0,40.0,80.0,filling,false,butter (melted)
SWEET_009,9,flour_ap_white_enriched_bleached,1 tablespoon,8.0,5.0,15.0,filling,false,all-purpose flour (helps the filling set)
SWEET_009,10,vanilla_extract,1 teaspoon,4.2,0.0,12.0,filling,false,
SWEET_009,11,salt_table,5/8 teaspoon,3.75,1.0,8.0,filling,false,
SWEET_009,12,pecans_raw,"2 cups halves, coarsely chopped (save enough halves to line the top)",200.0,150.0,250.0,filling,false,"pecan halves, coarsely chopped (save enough whole halves to line the top)"
SWEET_010,1,flour_ap_white_enriched_bleached,1 1/2 cups,188.0,100.0,250.0,crust,false,
SWEET_010,2,salt_table,1/2 teaspoon,3.0,1.0,8.0,crust,false,
SWEET_010,3,butter_unsalted,6 tablespoons,85.0,60.0,200.0,crust,false,
SWEET_010,4,water_tap,3 tablespoons ice water,45.0,20.0,90.0,crust,false,
SWEET_010,5,pumpkin_canned,1 can (15 oz),425.0,350.0,500.0,filling,false,canned pumpkin puree (not pumpkin pie filling)
SWEET_010,6,milk_evaporated,1 can (12 oz),354.0,300.0,400.0,filling,false,evaporated milk
SWEET_010,7,sugar_granulated,3/4 cup,150.0,120.0,200.0,filling,false,
SWEET_010,8,egg_whole_raw,2 large,100.0,80.0,120.0,filling,false,large eggs (lightly beaten)
SWEET_010,9,pumpkin_pie_spice,1 tablespoon,5.1,3.0,8.0,filling,false,pumpkin pie spice (or 1 1/2 tsp cinnamon + 1/2 tsp ginger + 1/2 tsp nutmeg + 1/4 tsp cloves)
SWEET_010,10,salt_table,1/2 teaspoon,3.0,1.0,8.0,filling,false,
SWEET_010,11,butter_unsalted,1 tablespoon,14.0,10.0,30.0,filling,false,butter (melted)
SWEET_011,1,flour_ap_white_enriched_bleached,1 1/2 cups,188.0,100.0,250.0,crust,false,
SWEET_011,2,salt_table,1/2 teaspoon,3.0,1.0,8.0,crust,false,
SWEET_011,3,butter_unsalted,6 tablespoons,85.0,60.0,200.0,crust,false,
SWEET_011,4,water_tap,3 tablespoons ice water,45.0,20.0,90.0,crust,false,
SWEET_011,5,milk_whole,2 cups,488.0,300.0,700.0,filling,false,
SWEET_011,6,sugar_granulated,1/2 cup + 1 tablespoon,113.0,60.0,200.0,filling,false,
SWEET_011,7,cornstarch,7 tablespoons,56.0,15.0,60.0,filling,false,
SWEET_011,8,flour_ap_white_enriched_bleached,3 tablespoons,24.0,5.0,40.0,filling,false,
SWEET_011,9,salt_table,3/4 teaspoon,4.5,1.0,8.0,filling,false,
SWEET_011,10,egg_yolk_raw,4 large yolks,68.0,40.0,120.0,filling,false,egg yolks (lightly beaten)
SWEET_011,11,butter_unsalted,1 tablespoon,14.0,15.0,60.0,filling,false,butter (cut into pieces)
SWEET_011,12,vanilla_extract,2 teaspoons,8.4,0.0,20.0,filling,false,pure vanilla extract
SWEET_011,13,heavy_cream,3/4 cup,180.0,150.0,350.0,topping,false,
SWEET_011,14,sugar_powdered,2 tablespoons,15.0,5.0,40.0,topping,false,
SWEET_011,15,vanilla_extract,1/2 teaspoon,2.1,0.0,8.0,topping,true,
SWEET_012,1,flour_ap_white_enriched_bleached,1 1/2 cups,188.0,100.0,250.0,cake,false,
SWEET_012,2,baking_powder,1 1/2 teaspoons,6.0,2.0,12.0,cake,false,
SWEET_012,3,salt_table,1/4 teaspoon,1.5,0.5,4.0,cake,false,
SWEET_012,4,butter_unsalted,1/2 cup,113.0,60.0,200.0,cake,false,"unsalted butter, softened"
SWEET_012,5,sugar_granulated,1 cup,200.0,100.0,300.0,cake,false,
SWEET_012,6,egg_whole_raw,3 large,150.0,120.0,180.0,cake,false,large eggs (room temperature)
SWEET_012,7,vanilla_extract,1 1/2 teaspoons,6.3,0.0,15.0,cake,false,
SWEET_012,8,milk_whole,3/4 cup,183.0,90.0,270.0,cake,false,
SWEET_012,9,milk_whole,1 1/2 cups,366.0,220.0,500.0,filling,false,
SWEET_012,10,sugar_granulated,1/3 cup,67.0,40.0,120.0,filling,false,
SWEET_012,11,cornstarch,2 tablespoons,16.0,8.0,30.0,filling,false,
SWEET_012,12,salt_table,1/8 teaspoon,0.75,0.0,2.0,filling,false,
SWEET_012,13,egg_yolk_raw,3 large yolks,51.0,30.0,90.0,filling,false,egg yolks (lightly beaten)
SWEET_012,14,butter_unsalted,1 tablespoon,14.0,8.0,30.0,filling,false,butter (cut in pieces)
SWEET_012,15,vanilla_extract,1 teaspoon,4.2,0.0,12.0,filling,false,
SWEET_012,16,heavy_cream,1/4 cup,60.0,40.0,120.0,glaze,false,
SWEET_012,17,chocolate_semisweet,4 ounces,113.0,80.0,200.0,glaze,false,"semisweet chocolate, chopped"
SWEET_012,18,butter_unsalted,1 tablespoon,14.0,8.0,30.0,glaze,false,butter
SWEET_013,1,chocolate_sandwich_cookies,24 cookies,240.0,160.0,300.0,crust,false,"chocolate sandwich cookies (such as Oreos), finely crushed"
SWEET_013,2,butter_unsalted,5 tablespoons,71.0,50.0,90.0,crust,false,butter (melted)
SWEET_013,3,milk_whole,2 cups,488.0,350.0,700.0,filling,false,
SWEET_013,4,heavy_cream,1/2 cup,115.0,80.0,200.0,filling,false,
SWEET_013,5,sugar_granulated,2/3 cup,133.0,60.0,200.0,filling,false,
SWEET_013,6,cornstarch,3 tablespoons,24.0,12.0,45.0,filling,false,
SWEET_013,7,cocoa_powder_unsweetened,2 tablespoons,10.0,5.0,20.0,filling,false,unsweetened cocoa powder
SWEET_013,8,salt_table,1/8 teaspoon,0.75,0.0,2.0,filling,false,
SWEET_013,9,egg_yolk_raw,4 large yolks,68.0,40.0,120.0,filling,false,egg yolks (lightly beaten)
SWEET_013,10,chocolate_semisweet,8 ounces,227.0,120.0,260.0,filling,false,"semisweet chocolate, chopped"
SWEET_013,11,butter_unsalted,3 tablespoons,42.0,15.0,60.0,filling,false,butter
SWEET_013,12,vanilla_extract,1 teaspoon,4.2,0.0,12.0,filling,false,
SWEET_013,13,heavy_cream,1 cup,230.0,180.0,350.0,topping,false,
SWEET_013,14,sugar_powdered,2 tablespoons,15.0,8.0,40.0,topping,false,
SWEET_013,15,vanilla_extract,1/2 teaspoon,2.1,0.0,8.0,topping,true,
SWEET_014,1,flour_ap_white_enriched_bleached,1 1/2 cups,188.0,120.0,250.0,crust,false,all-purpose flour
SWEET_014,2,salt_table,1/2 teaspoon,3.0,0.5,6.0,crust,false,
SWEET_014,3,butter_unsalted,6 tablespoons,85.0,60.0,120.0,crust,false,"cold unsalted butter, cubed"
SWEET_014,4,water_tap,3 tablespoons,45.0,30.0,75.0,crust,false,ice water (more as needed)
SWEET_014,5,half_and_half,1 cup,242.0,180.0,360.0,filling,false,
SWEET_014,6,coconut_milk_canned,1 can (13.5 oz),400.0,350.0,450.0,filling,false,"canned coconut milk (full-fat, well shaken)"
SWEET_014,7,sugar_granulated,2/3 cup,133.0,60.0,200.0,filling,false,
SWEET_014,8,cornstarch,4 tablespoons,32.0,15.0,60.0,filling,false,
SWEET_014,9,salt_table,1/2 teaspoon,3.0,0.5,6.0,filling,false,
SWEET_014,10,egg_yolk_raw,4 large yolks,68.0,40.0,120.0,filling,false,egg yolks (lightly beaten)
SWEET_014,11,butter_unsalted,2 tablespoons,28.0,15.0,60.0,filling,false,butter
SWEET_014,12,vanilla_extract,1 teaspoon,4.2,0.0,12.0,filling,false,
SWEET_014,13,coconut_flaked_sweetened,1 cup,74.0,50.0,100.0,filling,false,sweetened flaked coconut
SWEET_014,14,heavy_cream,1 1/2 cups,345.0,230.0,460.0,topping,false,
SWEET_014,15,sugar_powdered,2 tablespoons,15.0,8.0,40.0,topping,false,
SWEET_014,16,vanilla_extract,1/2 teaspoon,2.1,0.0,8.0,topping,true,
SWEET_014,17,coconut_flaked_sweetened,1/4 cup,18.0,10.0,30.0,topping,true,"sweetened flaked coconut, lightly toasted (for garnish)"
SWEET_015,1,flour_ap_white_enriched_bleached,1 1/2 cups,188.0,120.0,250.0,crust,false,all-purpose flour
SWEET_015,2,salt_table,1/2 teaspoon,3.0,0.5,6.0,crust,false,
SWEET_015,3,butter_unsalted,6 tablespoons,85.0,60.0,120.0,crust,false,"cold unsalted butter, cubed"
SWEET_015,4,water_tap,3 tablespoons,45.0,30.0,75.0,crust,false,ice water (more as needed)
SWEET_015,5,egg_whole_raw,4 large eggs,200.0,150.0,300.0,filling,false,large eggs
SWEET_015,6,sugar_granulated,3/4 cup,150.0,80.0,250.0,filling,false,
SWEET_015,7,salt_table,1/4 teaspoon,1.5,0.5,6.0,filling,false,
SWEET_015,8,nutmeg_ground,1/4 teaspoon,0.55,0.0,4.0,filling,false,"ground nutmeg, plus more for sprinkling"
SWEET_015,9,milk_whole,2 1/2 cups,610.0,400.0,800.0,filling,false,"whole milk, scalded"
SWEET_015,10,vanilla_extract,2 teaspoons,8.4,0.0,16.0,filling,false,
SWEET_016,1,flour_ap_white_enriched_bleached,2 1/4 cups,281.0,200.0,350.0,cake,false,"all-purpose flour, sifted"
SWEET_016,2,baking_powder,1 tablespoon,12.0,8.0,18.0,cake,false,baking powder
SWEET_016,3,salt_table,5/8 teaspoon,3.75,2.0,8.0,cake,false,
SWEET_016,4,vegetable_shortening,1/2 cup + 2 1/4 teaspoons,105.0,60.0,160.0,cake,false,"vegetable shortening, room temperature"
SWEET_016,5,sugar_granulated,1 1/2 cups + 1 tablespoon,312.5,200.0,400.0,cake,false,
SWEET_016,6,milk_whole,1 cup,244.0,180.0,320.0,cake,false,"whole milk, room temperature"
SWEET_016,7,vanilla_extract,2 teaspoons,8.4,4.0,16.0,cake,false,pure vanilla extract
SWEET_016,8,egg_white_raw,4 large whites,132.0,90.0,200.0,cake,false,"egg whites, room temperature"
SWEET_017,1,flour_ap_white_enriched_bleached,2 1/4 cups,281.0,200.0,350.0,cake,false,"all-purpose flour, sifted"
SWEET_017,2,baking_powder,1 tablespoon,12.0,8.0,18.0,cake,false,baking powder
SWEET_017,3,salt_table,5/8 teaspoon,3.75,2.0,8.0,cake,false,
SWEET_017,4,vegetable_shortening,1/2 cup + 2 tablespoons + 1/2 teaspoon,124.0,60.0,160.0,cake,false,"vegetable shortening, room temperature"
SWEET_017,5,sugar_granulated,1 1/2 cups + 1 tablespoon,312.5,200.0,400.0,cake,false,
SWEET_017,6,milk_whole,1 cup,244.0,180.0,320.0,cake,false,"whole milk, room temperature"
SWEET_017,7,vanilla_extract,2 teaspoons,8.4,4.0,16.0,cake,false,pure vanilla extract
SWEET_017,8,egg_white_raw,4 large whites,132.0,90.0,200.0,cake,false,"egg whites, room temperature"
SWEET_017,9,sugar_granulated,2 1/2 cups,500.0,200.0,400.0,frosting,false,granulated sugar (for frosting)
SWEET_017,10,corn_syrup_light,2 tablespoons,41.0,20.0,80.0,frosting,false,light corn syrup
SWEET_017,11,water_tap,1/3 cup,79.0,40.0,120.0,frosting,false,water
SWEET_017,12,egg_white_raw,6 large whites,198.0,60.0,150.0,frosting,false,egg whites
SWEET_017,13,salt_table,1/2 teaspoon,3.0,0.0,2.0,frosting,false,pinch of salt
SWEET_017,14,vanilla_extract,1 teaspoon,4.2,0.0,8.0,frosting,false,pure vanilla extract
SWEET_017,15,coconut_flaked_sweetened,1 1/2 cups,111.0,100.0,220.0,frosting,false,"sweetened flaked coconut (about 1/2 cup folded into frosting, remainder pressed onto top and sides)"
SWEET_018,1,flour_ap_white_enriched_bleached,1 1/2 cups,187.0,200,350,cake,false,"all-purpose flour, sifted"
SWEET_018,1b,flour_cake_white_enriched,1/2 cup,62.5,40,120,cake,false,sifted cake flour
SWEET_018,2,sugar_granulated,1 1/4 cups,250.0,200,400,cake,false,granulated sugar
SWEET_018,3,baking_powder,2 teaspoons,8.0,6,15,cake,false,baking powder
SWEET_018,4,salt_table,3/4 teaspoon,4.5,2,6,cake,false,
SWEET_018,5,butter_unsalted,1/4 cup,57.0,60,200,cake,false,"unsalted butter, soft"
SWEET_018,5b,vegetable_shortening,1/4 cup + 1 tablespoon,61.0,0,100,cake,false,"vegetable shortening, soft"
SWEET_018,6,milk_whole,3/4 cup,183.0,120,244,cake,false,whole milk
SWEET_018,7,vanilla_extract,1 1/4 teaspoons,5.25,4,16,cake,false,pure vanilla extract
SWEET_018,8,egg_whole_raw,2 large,100.0,100,200,cake,false,"large eggs, unbeaten"
SWEET_019,1,sugar_powdered,1 cup,120.0,350,450,frosting,false,powdered sugar
SWEET_019,2,cocoa_powder_unsweetened,1 tablespoon,5.0,5,20,frosting,false,unsweetened cocoa powder
SWEET_019,3,butter_unsalted,2 1/2 teaspoons,12.0,60,200,frosting,false,"unsalted butter, melted"
SWEET_019,4,milk_evaporated,1 tablespoon + 1 teaspoon,21.0,5,25,frosting,false,evaporated milk
SWEET_019,5,water_tap,2 1/2 teaspoons,12.0,0,0,frosting,false,boiling water
SWEET_019,6,vanilla_extract,1/2 teaspoon,2.1,4,16,frosting,false,pure vanilla extract
SWEET_019,7,salt_table,scant 1/8 teaspoon,0.5,0,5,frosting,false,salt
SWEET_020,1,flour_ap_white_enriched_bleached,2 2/3 cups,333.0,250,450,cake,false,"all-purpose flour, sifted"
SWEET_020,1b,baking_soda,1/4 teaspoon,1.2,0,3,cake,false,baking soda
SWEET_020,2,sugar_granulated,1 3/4 cups,350.0,250,450,cake,false,granulated sugar
SWEET_020,3,baking_powder,2 1/2 teaspoons,10.0,6,15,cake,false,baking powder
SWEET_020,4,salt_table,1 teaspoon,6.0,2,8,cake,false,
SWEET_020,5,butter_unsalted,3/4 cup,170.0,120,240,cake,false,"unsalted butter, soft"
SWEET_020,6,milk_buttermilk_whole,1 cup,244.0,180,300,cake,false,whole buttermilk
SWEET_020,7,vanilla_extract,1 tablespoon,12.6,8,20,cake,false,pure vanilla extract
SWEET_020,8,egg_whole_raw,3 large,150.0,100,220,cake,false,"large eggs, unbeaten"
SWEET_020,8b,egg_yolk_raw,2 large yolks,34.0,20,60,cake,false,large egg yolks
SWEET_020,9,sugar_powdered,3 cups,360.0,350,450,frosting,false,powdered sugar
SWEET_020,10,cocoa_powder_unsweetened,2/3 cup,57.0,40,80,frosting,false,unsweetened cocoa powder
SWEET_020,11,butter_unsalted,1/2 cup,113.0,80,180,frosting,false,"unsalted butter, melted"
SWEET_020,12,milk_whole,1/3 cup,83.0,60,120,frosting,false,whole milk
SWEET_020,13,water_tap,1-2 tablespoons,18.0,0,36,frosting,true,boiling water if needed for consistency
SWEET_020,14,vanilla_extract,1 teaspoon,4.2,4,12,frosting,false,pure vanilla extract
SWEET_020,15,salt_table,1/4 teaspoon,1.5,0,5,frosting,false,salt
SWEET_021,1,flour_ap_white_enriched_bleached,2 1/4 cups,281.0,200,350,cake,false,"all-purpose flour, sifted"
SWEET_021,2,butter_unsalted,1/4 cup,57.0,60,200,cake,false,"unsalted butter, softened"
